epoch,step,train/first_centroids_norm_epoch,train/first_centroids_norm_step,train/first_residuals_norm_ratio_epoch,train/first_residuals_norm_ratio_step,train/frac_unique_ids_epoch,train/frac_unique_ids_step,train/last_centroids_norm_epoch,train/last_centroids_norm_step,train/last_residuals_norm_ratio_epoch,train/last_residuals_norm_ratio_step,train/layer_0/frac_layer_coverages_epoch,train/layer_0/frac_layer_coverages_step,train/layer_0/id_entropy_epoch,train/layer_0/id_entropy_step,train/layer_1/frac_layer_coverages_epoch,train/layer_1/frac_layer_coverages_step,train/layer_1/id_entropy_epoch,train/layer_1/id_entropy_step,train/layer_2/frac_layer_coverages_epoch,train/layer_2/frac_layer_coverages_step,train/layer_2/id_entropy_epoch,train/layer_2/id_entropy_step,train/loss_epoch,train/loss_step,train/mse_epoch,train/mse_step,train/quantization_loss_epoch,train/quantization_loss_step,train/reconstruction_loss_epoch,train/reconstruction_loss_step
0,49,,6.739198207855225,,9.593119466444477e-05,,0.99609375,,0.07807125151157379,,7.214720244519413e-05,,0.89453125,,5.250795364379883,,0.8984375,,5.1753339767456055,,0.7890625,,4.830687999725342,,0.0009790938347578049,,4.2176691295026103e-07,,3.448762527114013e-06,,0.0009756450890563428
0,99,,6.737588882446289,,0.00012439089186955243,,0.9833984375,,0.10404141992330551,,8.200117008527741e-05,,0.6953125,,4.664052963256836,,0.48828125,,4.426246643066406,,0.4609375,,4.4028120040893555,,0.0009722125250846148,,5.422675144473033e-07,,9.992570085159969e-06,,0.0009622199577279389
0,149,,6.747630596160889,,0.00028673879569396377,,0.84375,,0.12043190747499466,,9.857681288849562e-05,,0.37109375,,3.316678762435913,,0.52734375,,4.497689723968506,,0.51953125,,4.591670989990234,,0.0009404188022017479,,7.854593491174455e-07,,1.5176434317254461e-05,,0.0009252423769794405
0,199,,6.770442962646484,,0.0003418389242142439,,0.92529296875,,0.13187800347805023,,0.00011032292240997776,,0.32421875,,3.6878983974456787,,0.578125,,4.797276020050049,,0.59765625,,4.628973960876465,,0.0009194937301799655,,9.858766816250863e-07,,1.031649844662752e-05,,0.0009091772371903062
0,249,,6.789306163787842,,0.0002752005821093917,,0.97607421875,,0.12522245943546295,,9.957022848539054e-05,,0.35546875,,4.056336402893066,,0.58984375,,4.884715557098389,,0.6171875,,4.885063171386719,,0.0009130032849498093,,8.008863687791745e-07,,9.10153812583303e-06,,0.0009039017604663968
0,299,,6.8048834800720215,,0.00025618678773753345,,0.990234375,,0.12286761403083801,,0.00010033263242803514,,0.4140625,,4.342455863952637,,0.6328125,,4.940164566040039,,0.6328125,,4.946262359619141,,0.000910184986423701,,8.184318289750081e-07,,9.024287464853842e-06,,0.0009011607035063207
0,349,,6.817358493804932,,0.0002511810453142971,,0.9892578125,,0.12264760583639145,,0.00010363577894167975,,0.47265625,,4.526672840118408,,0.65234375,,4.9515700340271,,0.65234375,,4.9917192459106445,,0.0009074310073629022,,8.66118170961272e-07,,9.92088007478742e-06,,0.0008975101518444717
0,399,,6.827798366546631,,0.0002719651092775166,,0.986328125,,0.12585614621639252,,0.00010866682714549825,,0.4921875,,4.618560791015625,,0.6640625,,4.980861186981201,,0.671875,,5.032076835632324,,0.0009054958936758339,,9.556264330967679e-07,,1.4232309695216827e-05,,0.0008912635967135429
0,449,,6.839999198913574,,0.0003304562997072935,,0.98876953125,,0.1352555751800537,,0.00012379010149743408,,0.5,,4.677624702453613,,0.69921875,,5.039879322052002,,0.71484375,,5.093023777008057,,0.0008971489151008427,,1.2369633850539685e-06,,2.119054988725111e-05,,0.000875958357937634
0,499,,6.861300945281982,,0.00040143265505321324,,0.58984375,,0.15157626569271088,,0.00014079577522352338,,0.51171875,,4.613651275634766,,0.703125,,5.059418678283691,,0.73828125,,5.0859198570251465,,0.0008928573806770146,,1.5996016600183793e-06,,1.9321483705425635e-05,,0.0008735358715057373
0,549,,6.878391265869141,,0.0003832954971585423,,0.99267578125,,0.154617041349411,,0.000134703004732728,,0.55078125,,4.802040100097656,,0.75,,5.101345539093018,,0.7734375,,5.139896392822266,,0.0008867090800777078,,1.4653510334028397e-06,,1.9340557628311217e-05,,0.0008673685370013118
0,599,,6.890122413635254,,0.0003786389424931258,,0.99609375,,0.15420888364315033,,0.00013366759230848402,,0.58203125,,4.862338542938232,,0.78125,,5.148430824279785,,0.8125,,5.151982307434082,,0.0008869433659128845,,1.4472964267042698e-06,,1.8973318219650537e-05,,0.0008679700549691916
0,649,,6.898508071899414,,0.0003748946764972061,,0.9970703125,,0.15413305163383484,,0.00013160401431377977,,0.5859375,,4.9121856689453125,,0.80859375,,5.171996593475342,,0.82421875,,5.189432144165039,,0.0008803574019111693,,1.4062741229281528e-06,,1.8655771782505326e-05,,0.0008617016137577593
0,699,,6.905359268188477,,0.00037688371958211064,,0.998046875,,0.15491262078285217,,0.0001329404185526073,,0.60546875,,4.961605072021484,,0.828125,,5.211114883422852,,0.8125,,5.213128089904785,,0.0008788090199232101,,1.426937728865596e-06,,1.9597220671130344e-05,,0.0008592117810621858
