epoch,step,test/loss,test/ndcg@10,test/ndcg@5,test/recall@10,test/recall@5,train/loss_epoch,train/loss_step,val/loss,val/ndcg@10,val/ndcg@5,val/recall@10,val/recall@5
0,99,,,,,,,16.595354080200195,,,,,
0,99,,,,,,,,16.54071807861328,0.000190782782738097,0.0,0.0006600000197067857,0.0
0,199,,,,,,,16.064876556396484,,,,,
0,199,,,,,,,,16.092912673950195,0.00151090940926224,0.0011179568246006966,0.0026599999982863665,0.0015200000489130616
0,299,,,,,,,14.842414855957031,,,,,
0,299,,,,,,,,15.138452529907227,0.0035537774674594402,0.0029867971315979958,0.006479999981820583,0.0047599999234080315
0,399,,,,,,,8.6129150390625,,,,,
0,399,,,,,,,,14.108318328857422,0.005461494904011488,0.004230627324432135,0.010499999858438969,0.006659999955445528
0,499,,,,,,,13.831039428710938,,,,,
0,499,,,,,,,,13.227701187133789,0.0077063352800905704,0.005891005042940378,0.01498000044375658,0.00930000003427267
0,599,,,,,,,13.15088939666748,,,,,
0,599,,,,,,,,12.383194923400879,0.008860008791089058,0.0064146616496145725,0.01761999912559986,0.009979999624192715
0,699,,,,,,,9.354796409606934,,,,,
0,699,,,,,,,,11.672009468078613,0.009845186024904251,0.007134831044822931,0.019780000671744347,0.011219999752938747
0,799,,,,,,,10.712014198303223,,,,,
0,799,,,,,,,,11.24630069732666,0.010624390095472336,0.00782626774162054,0.02102000080049038,0.012319999746978283
0,899,,,,,,,11.463260650634766,,,,,
0,899,,,,,,,,10.983458518981934,0.011645668186247349,0.008840133436024189,0.022779999300837517,0.014120000414550304
0,999,,,,,,,12.042868614196777,,,,,
0,999,,,,,,,,10.840680122375488,0.011543686501681805,0.00849961768835783,0.02311999909579754,0.01360000018030405
0,1099,,,,,,,11.936345100402832,,,,,
0,1099,,,,,,,,10.628803253173828,0.013275186531245708,0.009829533286392689,0.026639999821782112,0.01592000015079975
0,1199,,,,,,,11.038546562194824,,,,,
0,1199,,,,,,,,10.475305557250977,0.01399204134941101,0.010462429374456406,0.026900000870227814,0.01592000015079975
0,1299,,,,,,,10.730206489562988,,,,,
0,1299,,,,,,,,10.300033569335938,0.014280125498771667,0.010723837651312351,0.02810000069439411,0.01703999936580658
0,1399,,,,,,,10.870430946350098,,,,,
0,1399,,,,,,,,10.155421257019043,0.013835446909070015,0.010412591509521008,0.02686000056564808,0.01624000072479248
0,1499,,,,,,,9.37293529510498,,,,,
0,1499,,,,,,,,10.147086143493652,0.013203265145421028,0.009912990964949131,0.025939999148249626,0.015639999881386757
0,1599,,,,,,,9.858842849731445,,,,,
0,1599,,,,,,,,10.105477333068848,0.014638935215771198,0.011376794427633286,0.027739999815821648,0.017559999600052834
0,1699,,,,,,,10.87372875213623,,,,,
0,1699,,,,,,,,10.033120155334473,0.015396546572446823,0.011970793828368187,0.029200000688433647,0.01850000023841858
0,1799,,,,,,,9.037395477294922,,,,,
0,1799,,,,,,,,10.0675048828125,0.014953500591218472,0.011695456691086292,0.0282600000500679,0.018139999359846115
0,1899,,,,,,,11.390969276428223,,,,,
0,1899,,,,,,,,10.075963973999023,0.014653117395937443,0.011305375955998898,0.0282600000500679,0.017799999564886093
0,1999,,,,,,,9.32974624633789,,,,,
0,1999,,,,,,,,9.891443252563477,0.015358191914856434,0.011860797181725502,0.028999999165534973,0.018200000748038292
0,2099,,,,,,,9.35236644744873,,,,,
0,2099,,,,,,,,9.900918960571289,0.015787726268172264,0.012583015486598015,0.029279999434947968,0.019339999184012413
0,2199,,,,,,,9.700616836547852,,,,,
0,2199,,,,,,,,9.888639450073242,0.017036940902471542,0.013536114245653152,0.031619999557733536,0.020819999277591705
0,2299,,,,,,,10.315366744995117,,,,,
0,2299,,,,,,,,9.905716896057129,0.014816955663263798,0.011255765333771706,0.029160000383853912,0.01810000091791153
0,2399,,,,,,,9.950169563293457,,,,,
0,2399,,,,,,,,9.854257583618164,0.017936140298843384,0.014082777313888073,0.033319998532533646,0.021320000290870667
0,2499,,,,,,,9.722001075744629,,,,,
0,2499,,,,,,,,9.876241683959961,0.017627431079745293,0.013954943045973778,0.03290000185370445,0.021560000255703926
0,2599,,,,,,,9.147415161132812,,,,,
0,2599,,,,,,,,9.78359603881836,0.017738711088895798,0.013799622654914856,0.033479999750852585,0.021320000290870667
0,2699,,,,,,,10.003091812133789,,,,,
0,2699,,,,,,,,9.824384689331055,0.01684938557446003,0.013198991306126118,0.0314599983394146,0.02013999968767166
0,2799,,,,,,,10.239547729492188,,,,,
0,2799,,,,,,,,9.90472412109375,0.01683095283806324,0.013310300186276436,0.03166000172495842,0.020640000700950623
0,2899,,,,,,,9.120203018188477,,,,,
0,2899,,,,,,,,9.685043334960938,0.018798720091581345,0.014727943576872349,0.03571999818086624,0.023159999400377274
0,2999,,,,,,,7.458743572235107,,,,,
0,2999,,,,,,,,9.761638641357422,0.01897500269114971,0.015106414444744587,0.03471999987959862,0.022779999300837517
0,3099,,,,,,,7.733610153198242,,,,,
0,3099,,,,,,,,9.78348159790039,0.01748776063323021,0.014057119376957417,0.03240000084042549,0.021800000220537186
0,3199,,,,,,,9.227584838867188,,,,,
0,3199,,,,,,,,9.732786178588867,0.01856078766286373,0.014717751182615757,0.03460000082850456,0.02271999977529049
0,3299,,,,,,,9.950798034667969,,,,,
0,3299,,,,,,,,9.661935806274414,0.018391398712992668,0.0144879762083292,0.033879999071359634,0.021800000220537186
0,3399,,,,,,,9.480133056640625,,,,,
0,3399,,,,,,,,9.71103286743164,0.017983149737119675,0.014429248869419098,0.03294000029563904,0.021940000355243683
0,3499,,,,,,,9.218043327331543,,,,,
0,3499,,,,,,,,9.666718482971191,0.019131097942590714,0.015250538475811481,0.03468000143766403,0.02274000085890293
0,3599,,,,,,,9.231324195861816,,,,,
0,3599,,,,,,,,9.561522483825684,0.020540084689855576,0.016723651438951492,0.0371600016951561,0.025340000167489052
0,3699,,,,,,,9.528095245361328,,,,,
0,3699,,,,,,,,9.582798957824707,0.020541969686746597,0.016687700524926186,0.03734000027179718,0.025340000167489052
0,3799,,,,,,,7.7815680503845215,,,,,
0,3799,,,,,,,,9.620939254760742,0.019013147801160812,0.015265806578099728,0.03497999906539917,0.023399999365210533
0,3899,,,,,,,9.460926055908203,,,,,
0,3899,,,,,,,,9.594738960266113,0.02000608667731285,0.01588619314134121,0.03708000108599663,0.02435999922454357
0,3999,,,,,,,7.832613945007324,,,,,
0,3999,,,,,,,,9.78515911102295,0.018569139763712883,0.014859318733215332,0.03482000157237053,0.023240000009536743
0,4099,,,,,,,9.783123016357422,,,,,
0,4099,,,,,,,,9.840487480163574,0.019421199336647987,0.015498652122914791,0.035760000348091125,0.02370000071823597
0,4199,,,,,,,9.777042388916016,,,,,
0,4199,,,,,,,,9.89350414276123,0.018612978979945183,0.015136754140257835,0.03378000110387802,0.023000000044703484
0,4299,,,,,,,10.53382396697998,,,,,
0,4299,,,,,,,,10.008718490600586,0.017470931634306908,0.013876445591449738,0.03280000016093254,0.02166000008583069
0,4399,,,,,,,9.74721622467041,,,,,
0,4399,,,,,,,,9.723925590515137,0.019687360152602196,0.01596633903682232,0.03610000014305115,0.02457999996840954
0,4499,,,,,,,10.069913864135742,,,,,
0,4499,,,,,,,,9.649914741516113,0.020469006150960922,0.01639149896800518,0.03750000149011612,0.024860000237822533
0,4599,,,,,,,9.786141395568848,,,,,
0,4599,,,,,,,,9.580680847167969,0.02138487622141838,0.017065707594156265,0.03929999843239784,0.025860000401735306
0,4699,,,,,,,9.73402214050293,,,,,
0,4699,,,,,,,,9.630537986755371,0.02109115943312645,0.016996929422020912,0.038339998573064804,0.02566000074148178
0,4799,,,,,,,10.281423568725586,,,,,
0,4799,,,,,,,,9.492619514465332,0.022164564579725266,0.01800350286066532,0.040139999240636826,0.02717999927699566
0,4899,,,,,,,9.565603256225586,,,,,
0,4899,,,,,,,,9.466873168945312,0.02290308102965355,0.018743790686130524,0.04142000153660774,0.028440000489354134
0,4999,,,,,,,9.576967239379883,,,,,
